"","X","x1","x2","x3","p1","p2","p3","ev","ev_var","coefvar","entropy","std_prb","std_out","type","rare","HorL"
"127","S32G3",-1,-23,0,0.65,0.189473684210526,0.160526315789474,-5.00789473684211,74.788975383968,1.72688572708757,0.484168975069252,0.27462305232438,13,"l_hvar",FALSE,"H"
"128","S32G4",-4,-12,0,0.59,0.206315789473684,0.203684210526316,-4.83578947368421,15.66687280973,0.818509592080718,0.432153462603878,0.22228374802327,6.11010092660779,"l_lvar",FALSE,"H"
"129","S33G1",3,24,0,0.68,0.162105263157895,0.157894736842105,5.93052631578947,64.6493506493507,1.35577882349196,0.513608864265928,0.300229521310442,13.076696830622,"w_hvar",FALSE,"H"
"130","S33G2",6,12,0,0.65,0.178947368421053,0.171052631578947,6.04736842105263,12.6185567010309,0.587406048379561,0.483781163434903,0.274269785158309,6,"w_lvar",FALSE,"H"
"131","S33G3",-1,-23,-18,0.8,0.115789473684211,0.0842105263157894,-4.97894736842105,63.191094619666,1.59657896738094,0.660498614958449,0.404453508839468,11.5325625946708,"l_hvar",TRUE,"H"
"132","S33G4",-4,-12,0,0.65,0.2,0.15,-5,14.4794887652031,0.761038468546842,0.485,0.275378527364305,6.11010092660779,"l_lvar",FALSE,"H"
"133","S34G1",3,24,0,0.68,0.170526315789474,0.149473684210526,6.13263157894737,67.5584415584416,1.34027197415138,0.513821606648199,0.30040661886422,13.076696830622,"w_hvar",FALSE,"H"
"134","S34G2",5,13,0,0.5,0.268421052631579,0.231578947368421,5.98947368421053,21.9554730983302,0.782316947875339,0.375678670360111,0.145508310805221,6.557438524302,"w_lvar",FALSE,"H"
"135","S34G3",0,-1,-18,0.53,0.203684210526316,0.266315789473684,-4.99736842105263,61.6173984745413,1.57076172776828,0.39331135734072,0.17317335823877,10.1159939369957,"l_hvar",FALSE,"H"
"136","S34G4",-8,-11,0,0.26,0.271578947368421,0.468421052631579,-5.06736842105263,24.0305091733663,0.967384235515482,0.360773407202216,0.117132561375739,5.68624070307733,"l_lvar",FALSE,"H"
"137","S35G1",2,24,0,0.68,0.187368421052632,0.132631578947368,5.85684210526316,75.3180787466502,1.48178809281246,0.515098060941828,0.301467019430397,13.3166562369588,"w_hvar",FALSE,"H"
"138","S35G2",6,12,0,0.59,0.2,0.21,5.94,14.6938775510204,0.645329863636303,0.4322,0.222336081942031,6,"w_lvar",FALSE,"H"
"139","S35G3",-1,-23,0,0.62,0.189473684210526,0.190526315789474,-4.97789473684211,74.4423830138116,1.73326283478686,0.456600554016621,0.24826117364913,13,"l_hvar",FALSE,"H"
"140","S35G4",-5,-13,0,0.47,0.2,0.33,-4.95,21.260101010101,0.931488425626894,0.3698,0.135030860670194,6.557438524302,"l_lvar",FALSE,"H"
"141","S36G1",0,1,18,0.35,0.331578947368421,0.318421052631579,6.06315789473684,66.8256029684601,1.34825663099309,0.333836565096953,0.0158624046666887,10.1159939369957,"w_hvar",FALSE,"H"
